question_id,model_a,model_b,winner,judge,turn,language,benchmark
0b78b3f1cd9d4c6888b5c9d930e491f3,koala-13b,chatglm-6b,model_b,arena_user_14583,1,English,chatbot_arena
9981fed0a36f462487dc6ad151164627,alpaca-13b,mpt-7b-chat,tie (bothbad),arena_user_14455,1,English,chatbot_arena
5dbe25942a5249e0b625a049768c6756,oasst-pythia-12b,vicuna-7b,tie (bothbad),arena_user_14270,2,English,chatbot_arena
39fa4c50b8d54d3180d076a293e1dbef,vicuna-13b,RWKV-4-Raven-14B,model_b,arena_user_14268,1,English,chatbot_arena
06717ebc9971417b885862eb57da466a,alpaca-13b,claude-instant-v1,model_b,arena_user_14583,1,English,chatbot_arena
b8fa1a7525b74ac9a52f291fd9b8362e,chatglm-6b,koala-13b,model_b,arena_user_363,1,English,chatbot_arena
841eb8d5a4084a9fb92ede5ffbd2070b,fastchat-t5-3b,claude-instant-v1,model_a,arena_user_14474,1,English,chatbot_arena
83f719a857cb408693e96eeca34f6a06,claude-instant-v1,palm-2,model_a,arena_user_14549,1,Esperanto,chatbot_arena
d9feeaf0d605475e85182609c16f0ec1,palm-2,vicuna-7b,model_a,arena_user_14268,1,English,chatbot_arena
9fe0b137cd34465586c5c19081135e3e,vicuna-7b,gpt-4,model_b,arena_user_14270,2,English,chatbot_arena
f8ed5b2d977c4846bc71de5f92fd888c,palm-2,alpaca-13b,tie (bothbad),arena_user_14584,1,English,chatbot_arena
8b228eab24a34c48b8b83abda3ec5689,claude-instant-v1,fastchat-t5-3b,model_a,arena_user_14585,1,English,chatbot_arena
c3806dfcb0e14999b00a7ed636a71ac7,oasst-pythia-12b,palm-2,model_b,arena_user_14526,1,English,chatbot_arena
8f0ea5a4825c42e4846a9bd19da38241,mpt-7b-chat,claude-instant-v1,model_b,arena_user_8707,1,English,chatbot_arena
9369aa976585497e848105f168151d3c,vicuna-7b,gpt-3.5-turbo,model_b,arena_user_12776,4,English,chatbot_arena
52209d226a9442bc8a90fd0bc3877050,claude-instant-v1,koala-13b,model_a,arena_user_14247,1,English,chatbot_arena
520433d3c2244af0b94868e7517beabe,RWKV-4-Raven-14B,gpt-4,model_b,arena_user_14346,1,Russian,chatbot_arena
84554b542b3446edab0730adea319531,gpt-4,koala-13b,model_b,arena_user_8707,1,English,chatbot_arena
f837f959c3db47bb85b5194192eb108b,palm-2,chatglm-6b,model_b,arena_user_14456,1,English,chatbot_arena
f4aa4496b277436eb0c5205ec71d7a06,gpt-3.5-turbo,claude-instant-v1,model_b,arena_user_14586,1,Polish,chatbot_arena
1207afdd4d2e4ec7945a8abf86a229a5,vicuna-7b,alpaca-13b,tie (bothbad),arena_user_14373,1,English,chatbot_arena
d2c8f1f19b1a42c2996ee602257c26b8,fastchat-t5-3b,RWKV-4-Raven-14B,model_a,arena_user_2300,1,German,chatbot_arena
9ce43a2041ba4179b548e76042f0dbe5,claude-v1,mpt-7b-chat,model_a,arena_user_14429,1,German,chatbot_arena
a1846304cf9f44ef83d669b6c85e1a0c,alpaca-13b,claude-instant-v1,model_b,arena_user_13321,1,English,chatbot_arena
2595ec16cb2649ea89cafdb5714bb781,claude-instant-v1,palm-2,model_a,arena_user_14076,1,English,chatbot_arena
4cd8ba5262424a86b567099ce19bc3b4,claude-instant-v1,oasst-pythia-12b,model_a,arena_user_14076,1,English,chatbot_arena
5f2e54f83e214301877658ec8d34d26b,dolly-v2-12b,gpt-4,model_b,arena_user_13578,3,English,chatbot_arena
18dc6e7d04984735ab4b691d662ca220,oasst-pythia-12b,claude-v1,model_a,arena_user_14475,1,English,chatbot_arena
676b41bf80874b46aa988e671f1a839b,mpt-7b-chat,gpt-3.5-turbo,model_b,arena_user_14076,1,English,chatbot_arena
bf7d59b64bbd4a2c817594464be29779,palm-2,vicuna-7b,tie (bothbad),arena_user_13321,1,English,chatbot_arena
2fa26c2ee4084e5987569fafe71b6a99,stablelm-tuned-alpha-7b,gpt-3.5-turbo,model_b,arena_user_13578,6,English,chatbot_arena
831fe2a9f0b94e60aaf3961a90445401,claude-instant-v1,vicuna-7b,model_a,arena_user_14475,1,English,chatbot_arena
14bff1bbdb9048e3a001e9b949d1d172,gpt-3.5-turbo,fastchat-t5-3b,model_a,arena_user_14129,2,English,chatbot_arena
8cdf6589ce1f499fb41cf4fe71023492,llama-13b,vicuna-7b,model_b,arena_user_14475,1,English,chatbot_arena
96db1153481f46ee90f9692b53618f2f,vicuna-7b,gpt-3.5-turbo,model_b,arena_user_11021,4,English,chatbot_arena
ac3858dd0e054ad3835424ed05969c85,fastchat-t5-3b,oasst-pythia-12b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
e1d9cc3e5db946778077070aa71e382f,gpt-3.5-turbo,claude-instant-v1,tie (bothbad),arena_user_11969,1,English,chatbot_arena
1bc3bc0869d543069a818373b6c3057b,vicuna-13b,claude-instant-v1,model_b,arena_user_14467,1,French,chatbot_arena
eccc52e418ea4beead930bb32a978ff5,oasst-pythia-12b,claude-instant-v1,tie,arena_user_11969,1,English,chatbot_arena
b197e678be974796abe48d1ae4c959fe,vicuna-13b,vicuna-7b,tie,arena_user_11969,1,English,chatbot_arena
bd9fbe1e35944b1389ef3d17e97b4b2c,oasst-pythia-12b,vicuna-7b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
b4dabfe700df4c99a37a7553602e10e3,claude-instant-v1,RWKV-4-Raven-14B,tie,arena_user_14249,1,English,chatbot_arena
d1cea72d61ee445d9bf0e9aaa7a2c5cf,oasst-pythia-12b,claude-instant-v1,model_b,arena_user_11969,1,English,chatbot_arena
9dfe64e51c784421976233d1cf50b049,gpt-4,vicuna-13b,model_a,arena_user_11969,1,English,chatbot_arena
9f4c00c368c44d4bb830b52448fd7c08,mpt-7b-chat,gpt-4,model_b,arena_user_14457,1,English,chatbot_arena
6dd1f6552cee40139e4e96b5857d6baf,chatglm-6b,gpt-3.5-turbo,model_b,arena_user_11969,1,English,chatbot_arena
3a8ad697de124060bfca38a97c8ba6d8,gpt-4,koala-13b,tie,arena_user_14205,1,English,chatbot_arena
936bcaf2287a4ab78d1f28dce16c7f9e,koala-13b,vicuna-7b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
f010e5e45ab44eeaa234947fb60929f9,alpaca-13b,vicuna-7b,model_b,arena_user_14347,1,English,chatbot_arena
a4bc82bd50e34691b03d1bc3d3426746,vicuna-7b,alpaca-13b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
df904dc97f5f48809e2826524cb8e6fc,claude-v1,vicuna-7b,model_a,arena_user_14205,1,English,chatbot_arena
43b35bc1ec48479ba353f95641077ffc,alpaca-13b,vicuna-7b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
3a069f1eb38741a8996aa329d3644590,gpt-3.5-turbo,vicuna-7b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
d22866518935485daf04c2e3db78b911,mpt-7b-chat,llama-13b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
86b9b46d83b4499b8054294d41ae2e53,claude-v1,stablelm-tuned-alpha-7b,model_a,arena_user_14315,1,English,chatbot_arena
639314f484784be9b404baa9e21535d2,chatglm-6b,vicuna-7b,model_a,arena_user_14315,1,English,chatbot_arena
f6df27377c7941ffb1f59b939e5f79e2,RWKV-4-Raven-14B,llama-13b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
1a9c7f5ce0e3455abc9814e4380f40bb,vicuna-7b,palm-2,tie (bothbad),arena_user_11969,1,English,chatbot_arena
c9ef5bcc6e1f4083bacfe6d85e73ea3f,oasst-pythia-12b,mpt-7b-chat,tie (bothbad),arena_user_11969,1,English,chatbot_arena
090dcb1a632f4a219859813d3febd6dd,alpaca-13b,koala-13b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
e45e4fbf445b4d49bf04f29f71a42d7d,palm-2,claude-instant-v1,model_b,arena_user_11969,1,English,chatbot_arena
2b2afce91ff0496d98f43cd5369b0fe0,claude-v1,alpaca-13b,model_a,arena_user_13585,1,English,chatbot_arena
c3a6a5089f2346838bb9cc1c93d1bc7f,vicuna-7b,claude-instant-v1,tie,arena_user_11969,1,English,chatbot_arena
6deef995a0e8476ca4ba6b601595cb36,claude-instant-v1,vicuna-13b,model_a,arena_user_11969,1,English,chatbot_arena
ca92933710564955aee0d35ac95e2827,palm-2,vicuna-13b,model_b,arena_user_14467,1,French,chatbot_arena
83a9041ddc5040bb90780aca531a8613,claude-v1,vicuna-13b,model_b,arena_user_14404,1,English,chatbot_arena
f4d6780bde034ebd869eadbca785c21a,mpt-7b-chat,vicuna-7b,model_a,arena_user_11969,1,English,chatbot_arena
e4d762b9bd714c9a994b1f48a8b96f05,claude-instant-v1,dolly-v2-12b,tie,arena_user_4140,1,English,chatbot_arena
e3b926e8e5044be78dfae2eddca9bc22,vicuna-7b,palm-2,model_b,arena_user_11969,1,English,chatbot_arena
b3036f5837c44ea7b9af93a11dcccc4b,vicuna-7b,claude-instant-v1,model_a,arena_user_11969,1,English,chatbot_arena
e6560bac172f418b8f3118150cdf05cd,claude-instant-v1,gpt-3.5-turbo,model_b,arena_user_11969,1,English,chatbot_arena
88c72141b0994aa7b096dbdf0a5aeccb,mpt-7b-chat,chatglm-6b,tie (bothbad),arena_user_11969,1,English,chatbot_arena
3479c6c363dc40dfa522ec236c5bdc6e,vicuna-13b,RWKV-4-Raven-14B,model_a,arena_user_11969,1,English,chatbot_arena
3b28474b6ff348c3b16b71ab80c14eae,claude-v1,palm-2,model_a,arena_user_11969,1,English,chatbot_arena
11733b14ce50484898ff3f2a834b6d52,mpt-7b-chat,fastchat-t5-3b,model_b,arena_user_12776,1,English,chatbot_arena
8626fd0b3b8549b88095fa9a0e747ec3,stablelm-tuned-alpha-7b,RWKV-4-Raven-14B,tie (bothbad),arena_user_11969,1,English,chatbot_arena
4ecc6cf52f5c42bf92e56628146d930a,oasst-pythia-12b,gpt-3.5-turbo,tie (bothbad),arena_user_11969,1,English,chatbot_arena
bb23793bfcd54ff3b771c153f3caf6ec,claude-instant-v1,vicuna-7b,model_a,arena_user_14129,1,English,chatbot_arena
d475810371de468fac5543645b73ea1b,vicuna-13b,mpt-7b-chat,tie (bothbad),arena_user_11969,1,English,chatbot_arena
6adf56b6e6a24e0eadb6a984aa70bc54,koala-13b,claude-instant-v1,model_b,arena_user_11969,1,English,chatbot_arena
2752ad790bde4f0f9cc75f1cbf12b3aa,oasst-pythia-12b,gpt-3.5-turbo,model_a,arena_user_14459,2,English,chatbot_arena
339cf2de25844847b2e8a59d8d53caa9,koala-13b,vicuna-7b,model_a,arena_user_9535,1,English,chatbot_arena
8c1bc7b0ec224d458c85c76f605b8827,gpt-4,alpaca-13b,model_a,arena_user_9535,1,English,chatbot_arena
e5c253d489b145cc9e830fefd9d7ddd2,vicuna-7b,koala-13b,model_b,arena_user_9535,1,English,chatbot_arena
f6905add207a4e6cba8f701b24cf0245,vicuna-7b,alpaca-13b,tie (bothbad),arena_user_9535,2,English,chatbot_arena
b2b8d984a1f94211992380e555e3cddd,palm-2,oasst-pythia-12b,model_a,arena_user_9535,1,English,chatbot_arena
c9d48e9db5aa435ca94bc13fc5946a85,gpt-4,RWKV-4-Raven-14B,model_a,arena_user_13165,1,English,chatbot_arena
7888739c49224ddca657084c5b59a919,RWKV-4-Raven-14B,gpt-3.5-turbo,model_b,arena_user_14467,1,French,chatbot_arena
87b24f2f323a48c7a584869d813f5e97,vicuna-7b,stablelm-tuned-alpha-7b,model_a,arena_user_14587,1,English,chatbot_arena
24176eefe2dd435a8c3da1af7150d78b,oasst-pythia-12b,vicuna-7b,tie,arena_user_14467,1,French,chatbot_arena
1087adfa7da5491cbfc6080e02af2358,vicuna-7b,alpaca-13b,tie (bothbad),arena_user_9535,2,English,chatbot_arena
fe6f856707654165ba156267c8c5a1e8,claude-instant-v1,oasst-pythia-12b,model_a,arena_user_9535,1,English,chatbot_arena
81aa01c6474442728eadb205c039f2df,oasst-pythia-12b,palm-2,model_b,arena_user_9535,1,English,chatbot_arena
92dece1729114afba7e4ce5f842e4d26,mpt-7b-chat,vicuna-7b,tie (bothbad),arena_user_9535,1,English,chatbot_arena
6aa7982db0aa476d8ff8e2d5f8df5553,claude-instant-v1,claude-v1,tie,arena_user_14467,1,French,chatbot_arena
014ebf3f914e440b9c1d22899fa5fd2b,RWKV-4-Raven-14B,fastchat-t5-3b,tie (bothbad),arena_user_9535,1,English,chatbot_arena
43eeee6730b34ea7981e858dac7015ce,vicuna-7b,claude-v1,model_b,arena_user_9535,1,English,chatbot_arena
c8d63ce8dce04290b005ed94edb3f3fe,gpt-4,vicuna-13b,model_a,arena_user_14161,1,English,chatbot_arena
efb9d422a2e342efb0e4a0d6f7575ae9,mpt-7b-chat,claude-instant-v1,model_b,arena_user_14161,1,English,chatbot_arena
e983eecda89544b083018a0cb29b858a,vicuna-7b,claude-instant-v1,model_b,arena_user_14348,1,English,chatbot_arena
2bbc98358e694c548eed7a292290a153,vicuna-7b,mpt-7b-chat,tie (bothbad),arena_user_14161,1,English,chatbot_arena
a4da31ea4466434f9625fdb07581639b,claude-instant-v1,palm-2,model_a,arena_user_14161,1,English,chatbot_arena
07e31b2e75b5473a9a83929f875c6025,mpt-7b-chat,gpt-4,model_b,arena_user_14161,1,English,chatbot_arena
e74b34635e044dc58274a2da0c204798,gpt-4,oasst-pythia-12b,model_a,arena_user_14349,1,English,chatbot_arena
22859723250645ffa503064f3478ecd2,fastchat-t5-3b,dolly-v2-12b,model_a,arena_user_18,1,English,chatbot_arena
0e90ae4fa2944a90a6b0e7574f2b3a30,fastchat-t5-3b,claude-v1,model_b,arena_user_4828,1,German,chatbot_arena
a8a197c704c648a8a29af2d470d4b865,koala-13b,palm-2,model_b,arena_user_14588,2,English,chatbot_arena
c4e2ac102d9041799d6fa7d8b04881ce,gpt-3.5-turbo,claude-instant-v1,tie (bothbad),arena_user_14507,1,Italian,chatbot_arena
1af6c89891134a12b6eb489d9db00758,vicuna-7b,palm-2,model_b,arena_user_13321,1,English,chatbot_arena
2a38ce1e3da34341bc6280514372d974,chatglm-6b,stablelm-tuned-alpha-7b,model_a,arena_user_13321,1,English,chatbot_arena
6e9f5d35148b43de93d037f293e8cb53,vicuna-13b,gpt-4,model_b,arena_user_14350,1,English,chatbot_arena
9f7ef35f3dd9466ab97cd2ef8c77a0a4,koala-13b,stablelm-tuned-alpha-7b,tie (bothbad),arena_user_14351,3,English,chatbot_arena
9cd048e0c7e540cfae536a4e5eb34d81,claude-instant-v1,alpaca-13b,model_b,arena_user_13321,1,English,chatbot_arena
a5eb781e32a744ae8bb5ea3feb2f2670,stablelm-tuned-alpha-7b,palm-2,model_b,arena_user_14529,1,English,chatbot_arena
a47a0634ce214218aad3704c089fe668,gpt-3.5-turbo,gpt-4,tie (bothbad),arena_user_13321,1,English,chatbot_arena
8110ffd7d89e4f2191b67ee29e84e880,gpt-4,gpt-3.5-turbo,model_b,arena_user_14589,1,German,chatbot_arena
cf2c0047908341da8560534fadd8cea1,oasst-pythia-12b,palm-2,tie (bothbad),arena_user_14431,1,English,chatbot_arena
a5b706ce07034f47bfd21de1ac11c8c9,gpt-4,alpaca-13b,model_a,arena_user_14589,1,German,chatbot_arena
a58def4a014f48899128b09bd27cec8b,gpt-3.5-turbo,vicuna-7b,model_a,arena_user_14431,1,English,chatbot_arena
d7a44ed278f147318831b574d206b29c,palm-2,vicuna-7b,model_a,arena_user_14431,1,Slovak,chatbot_arena
a7e8b68ba6b1498eb3638ed240fcc400,vicuna-7b,palm-2,tie (bothbad),arena_user_14373,1,English,chatbot_arena
1b3a4105f53a4213b5a79d32b8a43a04,vicuna-7b,palm-2,model_b,arena_user_14431,1,English,chatbot_arena
743086a41d2a43808c7bb96b5f01e65e,palm-2,claude-instant-v1,model_b,arena_user_14148,1,English,chatbot_arena
a9fec3cccb0c49ab9952d39565529baf,vicuna-13b,claude-instant-v1,model_b,arena_user_14373,1,English,chatbot_arena
cd602455fa4d4bb5b4e9a7d54a51428a,mpt-7b-chat,gpt-4,tie,arena_user_3018,1,English,chatbot_arena
58e7914464b54be8b81ed4f862aa5122,gpt-4,claude-v1,model_a,arena_user_4828,1,English,chatbot_arena
e14e03cf979a45a381934fa9e0eadfd0,chatglm-6b,vicuna-13b,tie,arena_user_3018,1,English,chatbot_arena
fe5c07ab6a7f4e93bc529928e7f5782b,oasst-pythia-12b,claude-v1,model_b,arena_user_14406,1,English,chatbot_arena
9ab2ca75276747c2a89f5d30c7e2df49,vicuna-13b,gpt-3.5-turbo,tie,arena_user_14407,1,German,chatbot_arena
e6972a3ead204289aafcc527cc23ae24,koala-13b,mpt-7b-chat,model_b,arena_user_14487,1,English,chatbot_arena
22502b98f36b4f6eb8a1f4d902ce5ada,alpaca-13b,oasst-pythia-12b,tie (bothbad),arena_user_13400,1,Chinese,chatbot_arena
e36a02d464e74efa889d069d1093545f,claude-instant-v1,vicuna-13b,model_a,arena_user_13046,1,English,chatbot_arena
158e35437c014e4d8a2afb7411ce9391,chatglm-6b,gpt-3.5-turbo,tie,arena_user_18,1,English,chatbot_arena
c9817f2fb30144bc803386c192013a47,vicuna-7b,claude-v1,model_b,arena_user_14374,1,English,chatbot_arena
939e301e120f4640a7a0d7b578948629,vicuna-7b,gpt-4,model_b,arena_user_14488,1,English,chatbot_arena
c28cc569b9814c7ca60fd1c452dc37be,vicuna-13b,vicuna-7b,tie (bothbad),arena_user_12416,3,English,chatbot_arena
291fa8a35ed243fcad2ac730e0c5d8d7,palm-2,claude-instant-v1,model_b,arena_user_12416,3,English,chatbot_arena
de778237d3df4afdbe191547a3347d4c,koala-13b,palm-2,model_a,arena_user_14508,1,English,chatbot_arena
4c781960bfb64478a34e3a4fa99f07cc,vicuna-7b,gpt-4,tie (bothbad),arena_user_14490,1,English,chatbot_arena
8bf3eec4edb34f28858943a88c04ee85,koala-13b,chatglm-6b,model_b,arena_user_13046,2,English,chatbot_arena
052264667057404aa6e6a5bc4e9ab00d,gpt-3.5-turbo,koala-13b,model_a,arena_user_13046,1,English,chatbot_arena
1e69a2eb9d374e94942d79cf99fa8a07,vicuna-13b,vicuna-7b,tie (bothbad),arena_user_14490,1,English,chatbot_arena
e6dce3b88aa241b190d6d9f66324f6f4,gpt-3.5-turbo,RWKV-4-Raven-14B,model_a,arena_user_14490,1,English,chatbot_arena
d27b9b736f9745538b15cf59c3e60bf2,claude-instant-v1,vicuna-7b,tie,arena_user_14315,1,English,chatbot_arena
ff8a7a4f913c4e98b8e5c13fae641886,vicuna-7b,fastchat-t5-3b,model_b,arena_user_14476,1,English,chatbot_arena
21cf3849e0b9488fb71fccbf40579617,gpt-4,fastchat-t5-3b,model_a,arena_user_14529,1,English,chatbot_arena
0a141f6b13464fa3a449dd7c0f6c6c22,palm-2,alpaca-13b,tie (bothbad),arena_user_14531,1,Spanish,chatbot_arena
71f7c47a34ec4583ae196b6117e71ca0,gpt-3.5-turbo,chatglm-6b,model_b,arena_user_18,1,English,chatbot_arena
a122e7bd600b47208563411bae0a641b,vicuna-7b,oasst-pythia-12b,model_b,arena_user_11074,1,Spanish,chatbot_arena
4ea3c142912742a0baf4d3acd8358af3,vicuna-13b,chatglm-6b,model_b,arena_user_12569,4,English,chatbot_arena
bd2415ecf89a44458b3ae1efbadb4dfb,RWKV-4-Raven-14B,oasst-pythia-12b,model_b,arena_user_11074,1,Spanish,chatbot_arena
e635362fa6b146abb06099f0d61576cf,alpaca-13b,claude-instant-v1,model_b,arena_user_14375,1,English,chatbot_arena
0a6c82828ccf4e4bbc6e157502fbefe1,vicuna-7b,alpaca-13b,model_b,arena_user_14509,1,Russian,chatbot_arena
2c53e72874844987b48588106c705039,RWKV-4-Raven-14B,claude-instant-v1,model_b,arena_user_14408,2,English,chatbot_arena
490dcae225624099aadfff1baa81a629,RWKV-4-Raven-14B,claude-v1,model_b,arena_user_14509,1,Russian,chatbot_arena
fee7fadc135f41f48478ef096d5075ff,gpt-3.5-turbo,claude-instant-v1,model_a,arena_user_10557,1,English,chatbot_arena
d2efc5b9b19b4d0094fb0a72f809705b,RWKV-4-Raven-14B,vicuna-13b,model_b,arena_user_14408,2,English,chatbot_arena
155c2b1ed62147849a91d36447780099,gpt-3.5-turbo,oasst-pythia-12b,model_a,arena_user_10557,1,English,chatbot_arena
314018c2eb204d199ae63184474dd817,palm-2,gpt-3.5-turbo,model_b,arena_user_14247,1,English,chatbot_arena
cb8a3513dbc041778ca84e8e0862fa70,palm-2,fastchat-t5-3b,model_b,arena_user_5194,1,English,chatbot_arena
1328acf974dc4a09aa64cb6257e1555f,alpaca-13b,mpt-7b-chat,tie (bothbad),arena_user_13007,3,English,chatbot_arena
bc5a2479132042f3a9712e186c9b9849,vicuna-7b,vicuna-13b,model_b,arena_user_13046,1,English,chatbot_arena
90e4f870ef0b44688ba4c3f1f94e5262,fastchat-t5-3b,vicuna-7b,model_b,arena_user_13321,1,Spanish,chatbot_arena
c066705a501240a0ad5e3b43b3947b78,claude-v1,oasst-pythia-12b,tie (bothbad),arena_user_13321,1,Spanish,chatbot_arena
76d555a33cd74b5581e0fdf88fad856d,alpaca-13b,koala-13b,model_a,arena_user_14561,1,English,chatbot_arena
a4b11bfb006f4248ac1ec790aee44e17,vicuna-13b,gpt-4,model_b,arena_user_13321,1,Spanish,chatbot_arena
2dd7f4cbe9f74e4b8499dcfe47989a1e,koala-13b,palm-2,model_a,arena_user_14433,1,English,chatbot_arena
c465998b152649a69f71df2c3b68d973,vicuna-7b,claude-v1,model_b,arena_user_14189,1,English,chatbot_arena
4edca38995cf4cc592437f8b7bef4407,gpt-3.5-turbo,koala-13b,model_a,arena_user_13046,1,English,chatbot_arena
78d3374bb38348309afe443e0e8a1693,gpt-3.5-turbo,claude-v1,model_b,arena_user_10557,1,English,chatbot_arena
39e3c8f6ad53463d8cdfa47a9ec6b5f4,alpaca-13b,koala-13b,tie (bothbad),arena_user_14189,1,English,chatbot_arena
7114d8877b864ffc9373a686fcc2a1c8,chatglm-6b,stablelm-tuned-alpha-7b,tie (bothbad),arena_user_13345,1,English,chatbot_arena
44a7d305e109460da6bc6515a8dd19a6,mpt-7b-chat,claude-instant-v1,model_b,arena_user_13345,1,English,chatbot_arena
496430eda0fe44d49b7039b63a6a3c66,gpt-4,mpt-7b-chat,tie,arena_user_14189,1,English,chatbot_arena
ce61dfb236274fed90544a34b622753f,vicuna-7b,claude-instant-v1,model_b,arena_user_14490,1,English,chatbot_arena
3e4585675f17477abaaafc789c6957d7,claude-instant-v1,gpt-4,model_a,arena_user_14434,1,English,chatbot_arena
d9fc7231b9944428944bbb9e35855bb0,vicuna-7b,claude-instant-v1,model_b,arena_user_14490,1,English,chatbot_arena
9b9c140c9ddb4310b2c011b1de07395b,gpt-3.5-turbo,claude-instant-v1,tie,arena_user_14249,1,English,chatbot_arena
4b10870d4e3b4d2fa35bacb0aa29709f,RWKV-4-Raven-14B,vicuna-13b,model_b,arena_user_14189,1,English,chatbot_arena
5c0efcd762d847a287aeaea8962a4723,vicuna-13b,vicuna-7b,model_b,arena_user_14435,1,English,chatbot_arena
e7b1fd84a15743b6a8048b06db4ad789,fastchat-t5-3b,vicuna-7b,model_b,arena_user_7823,1,English,chatbot_arena
35d2309eb77d43aabd716c90a9b0c48e,koala-13b,gpt-4,model_b,arena_user_14189,1,English,chatbot_arena
335d0e005cb9450da0128398e558169b,oasst-pythia-12b,fastchat-t5-3b,model_a,arena_user_14189,1,English,chatbot_arena
c2668b8c4e634ad9ba86769b5a6ff565,claude-v1,RWKV-4-Raven-14B,model_a,arena_user_14477,1,English,chatbot_arena
9005c1402cb240f7be7bcabc0b64eda9,gpt-4,oasst-pythia-12b,model_a,arena_user_14189,2,English,chatbot_arena
66d7c1ea26d6417fb6a570b190044592,vicuna-13b,vicuna-7b,tie,arena_user_14510,2,English,chatbot_arena
929c20bd01e54edc950a285e84d83ecc,oasst-pythia-12b,koala-13b,model_b,arena_user_14377,2,English,chatbot_arena
2cee379f19344f9b972094637fd74dee,vicuna-7b,gpt-3.5-turbo,model_b,arena_user_14189,1,English,chatbot_arena
af65c058271d487da1fccaecfc564d82,vicuna-7b,palm-2,model_a,arena_user_12223,1,English,chatbot_arena
eb29d64ec57141e89053f488418eeb26,vicuna-7b,claude-instant-v1,model_a,arena_user_14353,1,English,chatbot_arena
1bc49aa85240431c971150643a3e5cfd,mpt-7b-chat,oasst-pythia-12b,tie (bothbad),arena_user_14205,1,English,chatbot_arena
c29ba3e9f32843c1b119ed06d14c10a5,fastchat-t5-3b,oasst-pythia-12b,tie (bothbad),arena_user_14189,1,English,chatbot_arena
1d42fdb21fbb4c96970f848a3e14f1a7,claude-v1,vicuna-7b,model_a,arena_user_14189,1,English,chatbot_arena
7db3d7b96e7e44e2aeb1ac6d5c276782,vicuna-13b,palm-2,model_b,arena_user_14189,1,English,chatbot_arena
36433820d1a54e2e996343f0d3008d28,vicuna-7b,koala-13b,model_a,arena_user_14189,1,English,chatbot_arena
138ac2736c4f4b81a7aeafe82780bf1f,mpt-7b-chat,vicuna-7b,model_a,arena_user_14189,1,English,chatbot_arena
084d5d5d8c62487a9b0606f5d585b070,gpt-3.5-turbo,vicuna-7b,tie,arena_user_12223,1,English,chatbot_arena
d8242f3c40d948d2b35b8cc6d33a7e0b,vicuna-7b,oasst-pythia-12b,model_a,arena_user_14189,1,English,chatbot_arena
3d2696583a374a12a737d904fb1ab764,mpt-7b-chat,vicuna-7b,model_b,arena_user_14437,1,English,chatbot_arena
44fb26b663d342188859764277416b84,fastchat-t5-3b,palm-2,model_b,arena_user_13930,1,English,chatbot_arena
6838794ba1944903bf231d9abd39e3b3,claude-v1,vicuna-7b,model_a,arena_user_14189,1,English,chatbot_arena
cb075fd05b5c4fc1b69a1e2b9288c5ea,gpt-4,koala-13b,model_a,arena_user_11074,1,Spanish,chatbot_arena
62f6e15a978948d18af11e5c59ea2f26,palm-2,vicuna-7b,tie,arena_user_14592,1,English,chatbot_arena
9c95c9e937164389b55ba905591463cb,palm-2,gpt-4,model_b,arena_user_14189,1,English,chatbot_arena
c480e37d856d43b4980923e34da57ca4,chatglm-6b,gpt-4,model_b,arena_user_14438,1,English,chatbot_arena
82a8ed33c067481485e1856280cd2b5e,chatglm-6b,alpaca-13b,model_b,arena_user_14189,2,English,chatbot_arena
33b73f525b224c30a8bc2e15b2fa2e3a,palm-2,mpt-7b-chat,model_a,arena_user_14189,1,English,chatbot_arena
d7e25a48438643588fe984f3fc6b2b59,koala-13b,claude-instant-v1,model_a,arena_user_14189,1,English,chatbot_arena
5d9116700aea4134853c232378c51d5a,vicuna-7b,oasst-pythia-12b,model_a,arena_user_14189,1,English,chatbot_arena
34f2aa6e7270483386f03f57a19cf7da,mpt-7b-chat,vicuna-7b,model_b,arena_user_14189,1,English,chatbot_arena
b2abaa16ed4e45939c6987bddb089603,claude-instant-v1,chatglm-6b,model_a,arena_user_14189,1,English,chatbot_arena
0f61204aa91045eaa7e6da2815ee9be3,claude-instant-v1,vicuna-7b,model_a,arena_user_14205,1,English,chatbot_arena
637b3bf6967940bcbce5d5d94a9de0d1,palm-2,claude-instant-v1,tie (bothbad),arena_user_14438,2,English,chatbot_arena
f07e5dbefe1a45099fe5cffc7b354f96,vicuna-7b,stablelm-tuned-alpha-7b,tie (bothbad),arena_user_13846,1,English,chatbot_arena
a3e893a5c99c4626befbf061a6efc4ab,vicuna-7b,koala-13b,model_a,arena_user_14189,1,English,chatbot_arena
97b04c0a1a004cf9b2765b857fe960f5,claude-instant-v1,koala-13b,model_a,arena_user_14189,1,English,chatbot_arena
1df79bd00af845dfadbee460c27a3d28,RWKV-4-Raven-14B,gpt-4,model_b,arena_user_14258,1,German,chatbot_arena
